Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE78827	"Promiscuous targeting of bromodomains by Bromosporine identifies BET proteins as master regulators of primary transcription response in leukemia [set 1]"	"Expression profiling by array"	"Homo sapiens"	36		"TXT;XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78827/suppl"	27757418		"Panagis Filippakopoulos"	"Oct 25, 2016"
GSE78829	"Promiscuous targeting of bromodomains by Bromosporine identifies BET proteins as master regulators of primary transcription response in leukemia [set2]"	"Expression profiling by array"	"Homo sapiens"	42		"TXT;XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78829/suppl"	27757418		"Panagis Filippakopoulos"	"Oct 25, 2016"
GSE78830	"Promiscuous targeting of bromodomains by Bromosporine identifies BET proteins as master regulators of primary transcription response in leukemia"	"Expression profiling by array"	"Homo sapiens"	78				27757418		"Panagis Filippakopoulos"	"Oct 25, 2016"
GSE79089	"Transcriptome profiles of Huh7.5.1-NTCP cells treated with HBV preS1 peptide"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79089/suppl"	27783949		"Yujin Hoshida"	"Oct 25, 2016"
GSE85091	"Transcriptome profiles of primary human hepatocytes treated with HBV preS1 peptide with or without bile acids"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85091/suppl"	27783949		"Yujin Hoshida"	"Oct 25, 2016"
GSE85092	"Transcriptome profiles of liver cells treated with HBV preS1 peptide"	"Expression profiling by array"	"Homo sapiens"	18				27783949		"Yujin Hoshida"	"Oct 25, 2016"
GSE89133	"The TNF family member TL1A induces IL-22 secretion in committed human TH17 cells via IL-9 induction"	"Expression profiling by array"	"Homo sapiens"	27		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89133/suppl"	27733581		"Kathrin Michelsen"	"Oct 25, 2016"
GSE61397	"The transcriptional profile of human CD8+ lung resident memory T-cells"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61397/suppl"	27776108		"Perry D Moerland"	"Oct 23, 2016"
GSE89067	"Serum extracellular vesicle depletion processes affect release and infectivity of HIV-1 in culture"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89067/suppl"			"Kevin G Becker"	"Oct 23, 2016"
GSE89068	"Gene expression profiling of cultured cells with serum depleted of extracellular vesicles"	"Expression profiling by array;Expression profiling by RT-PCR"	"Homo sapiens"	20						"Kevin G Becker"	"Oct 23, 2016"
GSE88796	"TRANSCRIPTIONAL PROFILING OF EGG ALLERGY AND RELATIONSHIP TO DISEASE PHENOTYPE"	"Expression profiling by array"	"Homo sapiens"	132		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88796/suppl"	27788149		"Roman Kosoy"	"Oct 18, 2016"
GSE88786	"Effect of dopamine covered iron oxide core - titanium dioxide shell nanoparticles on HeLa cells"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88786/suppl"			"Gayle E Woloschak"	"Oct 15, 2016"
GSE76485	"MBNL1-dependent modulation of transcript stability"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76485/suppl"	26883358		"Hani Goodarzi"	"Oct 14, 2016"
GSE76488	"Muscleblind-like 1 suppresses breast cancer metastatic colonization and stabilizes metastasis suppressor transcripts"	"Expression profiling by array;Expression profiling by high throughput sequencing;Other"	"Homo sapiens"	16				26883358		"Hani Goodarzi"	"Oct 14, 2016"
GSE62326	"Gene expression profiles of OSCC cells and the metastatic sublines"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62326/suppl"	26540630		"Ya-Wen Chen"	"Oct 13, 2016"
GSE87801	"Maternal BCG scar is associated with enhanced infant proinflammatory responses"	"Expression profiling by array"	"Homo sapiens"	104		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87801/suppl"			"Ali Filali"	"Oct 12, 2016"
GSE62237	"Secondary proteasome inhibitor carfilzomib resistant myeloma cell lines"	"Expression profiling by array"	"Homo sapiens"	8		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62237/suppl"			"Wencai Ma"	"Oct 09, 2016"
GSE87773	"Targeting Glutamine Synthetase in Tumors Disrupts Tumor Microenvironment-Regulated Cancer Cell Growth"	"Expression profiling by array"	"Homo sapiens"	9		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87773/suppl"			"Prahlad T. Ram"	"Oct 09, 2016"
GSE83583	"Patient derived melanoma xenografts"	"Expression profiling by array"	"Homo sapiens"	84		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83583/suppl"	27545456		"Zhiyu Zhao"	"Oct 04, 2016"
GSE62085	"Knockdown of the schizophrenia susceptibility gene TCF4 alters gene expression and proliferation of progenitor cells from the developing human neocortex."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62085/suppl"	27689884		"Matthew James Hill"	"Oct 01, 2016"
GSE80364	"Transcriptomic profiling of purified polyclonal anti-dsDNA antibodies stimulated human mesangial cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80364/suppl"	29109423		"Pattarin TANGTANATAKUL"	"Oct 01, 2016"
GSE85964	"Gene expression profile for BL2 and BL2 AID-/- cell lines"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85964/suppl"			"Yang Xi"	"Oct 01, 2016"
GSE56957	"MSX1-induced neural crest-like phenotype in human melanocytes"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56957/suppl"			"Mizuho Fukunaga-Kalabis"	"Sep 30, 2016"
GSE87454	"Effects Of An Encapsulated Fruit And Vegetable Juice Concentrate On Obesity-Induced Systemic Inflammation"	"Expression profiling by array"	"Homo sapiens"	32		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87454/suppl"			"Evan James Williams"	"Sep 29, 2016"
GSE87295	"Comparative study of the transcriptome of HUVECs from infants born to mothers diagnosed with GDM and controls."	"Expression profiling by array"	"Homo sapiens"	10		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87295/suppl"			"Walter Stunkel"	"Sep 24, 2016"
GSE71239	"Genome-wide expression microarray analysis of romidpesin treated GCC cell lines, fibroblasts and Sertoli cells."	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71239/suppl"	27572311		"Daniel Nettersheim"	"Sep 23, 2016"
GSE83453	"Gene expression profile of calcified bicuspid, tricuspid and normal human aortic valves"	"Expression profiling by array"	"Homo sapiens"	27		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83453/suppl"	27495158		"Yohan Bossé"	"Sep 22, 2016"
GSE87090	"Genome-wide analysis of gene expression by IFN-beta in U6A cells expressing WT or T387A STAT2"	"Expression profiling by array"	"Homo sapiens"	8		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87090/suppl"	27852626		"Yuxin Wang"	"Sep 20, 2016"
GSE73194	"KRas targeting by clinically significant miR-193a-3p inhibits mutant KRas lung cancer growth, circulating tumor cells and metastasis in vivo"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73194/suppl"			"Elena Seviour"	"Sep 18, 2016"
GSE61546	"Telomerase promotes cell survival by suppression of long noncoding RNAs"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61546/suppl"			"Shibani Mukherjee"	"Sep 17, 2016"
GSE86990	"Generation of kisspeptin-responsive GnRH-expressing  neurons from human pluripotent stem cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86990/suppl"	28232089		"Ariel Poliandri"	"Sep 17, 2016"
GSE86845	"Inactivation of the putative ubiquitin-E3 ligase PDLIM2 in classical Hodgkin and anaplastic large cell lymphoma"	"Expression profiling by array"	"Homo sapiens"	4		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86845/suppl"			"Stephan Mathas"	"Sep 13, 2016"
GSE86331	"Gene expression signatures in whole blood to predict vaccine responses"	"Expression profiling by array"	"Homo sapiens"	56		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86331/suppl"	27764254		"Jorg Goronzy"	"Sep 12, 2016"
GSE86332	"Gene expression signatures to predict T cell responses to zoster vaccination"	"Expression profiling by array"	"Homo sapiens"	103		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86332/suppl"	27764254		"Jorg Goronzy"	"Sep 12, 2016"
GSE86798	"IL-1β-induced modulation of gene expression profile in human dermal fibroblasts: the effects of Thai herbal Sahatsatara formula (AVS023), piperine and gallic acid possessing antioxidant properties"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86798/suppl"			"Onusa Thamsermsang"	"Sep 11, 2016"
GSE80612	"Transcriptional signatures of sleep duration discordance in monozygotic twins"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80612/suppl"	28364472		"Sina Gharib"	"Sep 09, 2016"
GSE55209	"Regulation of GLI underlies a role for BET bromodomains in pancreatic cancer growth and the tumor microenvironment"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55209/suppl"	27169995		"Andrew S Liss"	"Sep 08, 2016"
GSE62827	"Transcriptional targets of oncogenic RAS proteins that mediate their ability to induce cellular transformation"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62827/suppl"	27608486		"narendra wajapeyee"	"Sep 08, 2016"
GSE69933	"Regulators of NRAS-mediated transformation and melanoma tumor maintenance"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69933/suppl"	27608486		"narendra wajapeyee"	"Sep 08, 2016"
GSE78864	"Gene expression of A204 parental and acquired resistant cells treated with Pazopanib, Dasatinib, and Sunitinib."	"Expression profiling by array"	"Homo sapiens"	8		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78864/suppl"			"Karen Ryall"	"Sep 08, 2016"
GSE86543	"Gene expression assay for ALCAM depleted endometrial cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86543/suppl"	27873306		"Eva Colas"	"Sep 08, 2016"
GSE86544	"Expression profiling of cutaneous squamous cell carcinoma with perineural invasion implicates the p53 pathway in the process"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86544/suppl"	27665737		"Glen M Boyle"	"Sep 08, 2016"
GSE76785	"Effect of anti-IL-15 administration on T cell and NK cell homeostasis in rhesus macaques (TCM)"	"Expression profiling by array"	"Homo sapiens;Macaca mulatta"	49		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76785/suppl"	27430715		"AARTHI TALLA"	"Sep 07, 2016"
GSE76796	"Effect of anti-IL-15 administration on T cell and NK cell homeostasis in rhesus macaques (TEM)"	"Expression profiling by array"	"Homo sapiens;Macaca mulatta"	23		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76796/suppl"	27430715		"AARTHI TALLA"	"Sep 07, 2016"
GSE76797	"Effect of anti-IL-15 administration on T cell and NK cell homeostasis in rhesus macaques"	"Expression profiling by high throughput sequencing"	"Homo sapiens;Macaca mulatta"	72		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76797/suppl"	27430715		"AARTHI TALLA"	"Sep 07, 2016"
GSE50474	"Aurora kinase inhibition triggers senescence in human melanoma cells"	"Expression profiling by array"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50474/suppl"			"Xiaowei Xu"	"Sep 01, 2016"
GSE63390	"Gene expression array analysis of tumor-propagating cell populations in human osteosarcoma"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63390/suppl"			"Yuning Jackie Tang"	"Sep 01, 2016"
GSE76340	"Gene expression analysis of hematological malignancies and healthy (non-)hematopoietic cell types"	"Expression profiling by array"	"Homo sapiens"	166		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76340/suppl"	26964570		"Marieke Griffioen"	"Sep 01, 2016"
GSE77747	"Expression data of thermally eluted RNA from human primary fibroblasts with non-targeting or GLD4 siRNA treatment"	"Expression profiling by array"	"Homo sapiens"	6		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77747/suppl"			"Joel Richter"	"Sep 01, 2016"
GSE78868	"GSK8814: a chemical probe fort he ATAD2 bromodomain"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78868/suppl"	27530368		"KA HING CHE"	"Sep 01, 2016"
GSE80035	"Gene expression profile of human fibroblasts stimulated by breast cancer cell lines secretome"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80035/suppl"			"Matteo Dugo"	"Sep 01, 2016"
GSE83702	"Neutralizing Antibody Mediated Protection Against Mucosal Simian-Human Immunodeficiency Virus Challenge Includes Systemic Clearance of Distal Virus"	"Expression profiling by array"	"Homo sapiens;Macaca mulatta"	282		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83702/suppl"	27540005		"Dan Barouch"	"Sep 01, 2016"
GSE84034	"Expression data from hMSC-TERT4 cells after during osteoblast differentiation"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84034/suppl"	27814695		"Natalie Twine"	"Sep 01, 2016"
GSE69799	"Elucidating the molecular mechanisms for CAT-SKL drug effects on breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69799/suppl"	28281569		"Aliccia Bollig-Fischer"	"Aug 31, 2016"
GSE72544	"Multi-scale genomic, transcriptomic and proteomic analysis of colorectal cancer cell lines to identify novel biomarkers (BeadChip)"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72544/suppl"	26678268		"Romina Briffa"	"Aug 31, 2016"
GSE77925	"Defining the role of ZEB1 in the pathogenesis of lung cancer"	"Expression profiling by array"	"Homo sapiens"	10		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77925/suppl"	27500490		"Luc Girard"	"Aug 31, 2016"
GSE72809	"Diagnosis of childhood bacterial and viral infection using host RNA expression [Discovery set]"	"Expression profiling by array"	"Homo sapiens"	292		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72809/suppl"	27552617		"Victoria Wright"	"Aug 29, 2016"
GSE72829	"Diagnosis of childhood bacterial and viral infection using host RNA expression"	"Expression profiling by array"	"Homo sapiens"	531				27552617		"Victoria Wright"	"Aug 29, 2016"
GSE80412	"Diagnosis of childhood bacterial and viral infection using host RNA expression - Inflammatory validation cohort"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80412/suppl"	27552617		"Victoria Wright"	"Aug 29, 2016"
GSE83366	"Normal stroma suppresses cancer cell proliferation via mechanosensitive regulation of JMJD1a-mediated transcription [array]"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83366/suppl"	27488962		"Johanna Ivaska"	"Aug 29, 2016"
GSE83370	"Normal stroma suppresses cancer cell proliferation via mechanosensitive regulation of JMJD1a-mediated transcription"	"Expression profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83370/suppl"	27488962		"Johanna Ivaska"	"Aug 29, 2016"
GSE76739	"Implication of Long noncoding RNAs in the endothelial cell response to hypoxia II."	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76739/suppl"	27063004		"Fabio Martelli"	"Aug 25, 2016"
GSE76741	"Implication of Long noncoding RNAs in the endothelial cell response to hypoxia I."	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76741/suppl"	27063004		"Fabio Martelli"	"Aug 25, 2016"
GSE85918	"APOL1 renal-risk variants induce mitochondrial dysfunction (Illumina)"	"Expression profiling by array"	"Homo sapiens"	24		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85918/suppl"	27821631		"Lijun Ma"	"Aug 23, 2016"
GSE85921	"APOL1 renal-risk variants induce mitochondrial dysfunction"	"Expression profiling by array"	"Homo sapiens"	60		"CEL;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85921/suppl"	27821631		"Lijun Ma"	"Aug 23, 2016"
GSE65392	"Circular non-coding RNA ANRIL modulates ribosomal RNA maturation and atherosclerosis in humans."	"Expression profiling by array"	"Homo sapiens"	6		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65392/suppl"	27539542		"Bernd Henrik Northoff"	"Aug 22, 2016"
GSE75987	"Effect of iBET762+ on transcriptome of 20861 and 20863 W12 cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75987/suppl"	27624132		"Alison A McBride"	"Aug 22, 2016"
GSE76900	"Robust production of human neural cells by establishing neuroepithelial-like stem cells from peripheral blood mononuclear cell-derived feeder-free iPSCs under xeno-free conditions"	"Expression profiling by array"	"Homo sapiens"	24		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76900/suppl"	27083781		"Tsukasa Sanosaka"	"Aug 22, 2016"
GSE60600	"Jumonji Demethylase Inhibitor GSK-J4 treated Multiple Myeloma JJN3 and RPMI"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60600/suppl"			"Udo Oppermann"	"Aug 21, 2016"
GSE84263	"Recurrent somatic mutations in POLR2A define a distinct subset of meningiomas [array]"	"Expression profiling by array"	"Homo sapiens"	121		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84263/suppl"	27548314;28195122		"Victoria Elizabeth Clark"	"Aug 21, 2016"
GSE85135	"Recurrent somatic mutations in POLR2A define a distinct subset of meningiomas"	"Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	184		"BED;FPKM_TRACKING"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85135/suppl"	27548314		"Victoria Elizabeth Clark"	"Aug 21, 2016"
GSE72543	"Comparative gene expression profiling of serum-free and FBS treated colorectal TIC cultures"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72543/suppl"			"Taronish Dubash"	"Aug 20, 2016"
GSE85837	"Gene expression analysis of bone marrow stromal cells from multiple myeloma patients and controls"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85837/suppl"			"Seon Young Kim"	"Aug 20, 2016"
GSE85804	"The expression patterns correlated with disease severity of adrenoleukodystrophy via microarray analysis"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85804/suppl"	27779191		"Dong-Wook Kim"	"Aug 19, 2016"
GSE85697	"Regulation of nuclear gene expression by PK 11195, a ligand specific for the mitochondrial 18 kDa translocator protein (TSPO) (15, 30, and 45 minutes of exposure)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85697/suppl"			"nasra mohamed yasin"	"Aug 17, 2016"
GSE85607	"Microarray Analysis of chemosensitivity in Laryngeal Squamous Cell Carcinoma"	"Expression profiling by array"	"Homo sapiens"	11		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85607/suppl"			"Jugao Fang"	"Aug 16, 2016"
GSE72374	"Response of peripheral blood mononuclear cells from young (≤ 45 years old) and old (>60 years old) healthy donors to influenza virus derived peptide stimulation."	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72374/suppl"			"Scott Presnell"	"Aug 15, 2016"
GSE72375	"Response of fresh or frozen peripheral blood mononuclear cells from 1 healthy donor to influenza virus derived peptide stimulation."	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72375/suppl"			"Scott Presnell"	"Aug 15, 2016"
GSE72376	"Response of peripheral blood mononuclear cells from  15 healthy donor and 15 patients with type 1 diabetes to type 1 diabetogenic protein (GAD65, IGRP, PPI, ZnT8) and influenza virus M derived peptide stimulation."	"Expression profiling by array"	"Homo sapiens"	200		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72376/suppl"			"Scott Presnell"	"Aug 15, 2016"
GSE72377	"Response of peripheral blood mononuclear cells from  20 healthy donor and 15 patients with type 1 diabetes to type 1 diabetogenic protein (IGRP, PPI) derived peptide stimulation."	"Expression profiling by array"	"Homo sapiens"	165		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72377/suppl"			"Scott Presnell"	"Aug 15, 2016"
GSE72605	"Response of peripheral blood mononuclear cells to peptide stimuli"	"Expression profiling by array"	"Homo sapiens"	450						"Scott Presnell"	"Aug 15, 2016"
GSE81338	"Methylome analysis reveals alterations in DNA methylation in the regulatory regions of left ventricle development genes in human dilated cardiomyopathy (mRNA)"	"Expression profiling by array"	"Homo sapiens"	30		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81338/suppl"	27417303		"Bong-seok Jo"	"Aug 15, 2016"
GSE81339	"Methylome analysis reveals alterations in DNA methylation in the regulatory regions of left ventricle development genes in human dilated cardiomyopathy"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	57				27417303		"Bong-seok Jo"	"Aug 15, 2016"
GSE85469	"Hormonal and nutritive control of HCC1937 basal cell line plasticity"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85469/suppl"			"Arnaud VIGNERON"	"Aug 12, 2016"
GSE49757	"A Transcriptomic Reporter Assay Employing Neutrophils to Measure Immunogenic Activity of Septic Patients' Plasma (Expt. 3)"	"Expression profiling by array"	"Homo sapiens"	56		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49757/suppl"			"Damien Chaussabel"	"Aug 11, 2016"
GSE71524	"Illumina HT-12 v4 expression array data for Ovarian Cancer Samples"	"Expression profiling by array"	"Homo sapiens"	20		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71524/suppl"	28881577		"Kelsie L Thu"	"Aug 11, 2016"
GSE71525	"A comprehensively characterized cell line panel highly representative of clinical ovarian high-grade serous carcinomas"	"Genome variation profiling by SNP array;SNP genotyping by SNP array;Methylation profiling by genome tiling array;Expression profiling by array"	"Homo sapiens"	93		"CEL;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71525/suppl"	28881577		"Kelsie L Thu"	"Aug 11, 2016"
GSE72011	"Analysis of gene expression change due to knockdown of Slug expression in a basal-subtype breast cancer cell line, MCFDCIS."	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72011/suppl"			"Xiaoyu Wang"	"Aug 11, 2016"
GSE85409	"Transcriptional effects of Pentraxin-2 in fibrotic disease of the kidney"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85409/suppl"			"Sina Gharib"	"Aug 11, 2016"
GSE60759	"AKT Isoform Specificity Downstream of PIK3CA Mutation Impacts Estradiol and PI3K Inhibitor Response in Breast Cancer Cells"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60759/suppl"	27197157		"Guanglong Jiang"	"Aug 10, 2016"
GSE72229	"Expression profiling of fibroblasts treated with melanosomes"	"Expression profiling by array"	"Homo sapiens"	7		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72229/suppl"			"Carmit Levy"	"Aug 09, 2016"
GSE72620	"Melanoma miRNA trafficking triggers the tumor primary niche formation"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	31		"CEL;IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72620/suppl"			"Carmit Levy"	"Aug 09, 2016"
